CreatedDate         ,UserId                               ,InvoiceId ,IsReward ,CampaignId ,RewardAmount ,CamulationAmount
03/08/2021 15:56:58 ,0bbd8847-f19e-4290-9ec1-b8da257e3246 ,14335     ,False    ,1691979    ,             ,22.920000076293945
